ID,OTN_ARRAY,STATION_NO,CONSECUTIVE_DEPLOY_NO,INTEND_LAT,INTEND_LONG,OTN_MISSION_ID,DEPLOY_DATE_TIME,DEPLOY_LAT,DEPLOY_LONG,BOTTOM_DEPTH,RISER_LENGTH,INSTRUMENT_DEPTH,CHECWLK_COMPLETE_TIME,STATUS_IN,INS_MODEL_NUMBER,INS_SERIAL_NUMBER,SYNC_DATE_TIME,MEMORY_ERASED_AT_DEPLOY,RCV_BATTERY_INSTALL_DATE,RCV_EXPECTED_BATTERY_LIFE,RCV_VOLTAGE_AT_DEPLOY,RCV_TILT_AFTER_DEPLOY,AR_MODEL_NUMBER,AR_SERIAL_NUMBER,AR_BATTERY_INSTALL_DATE,AR_EXPECTED_BATTERY_LIFE,AR_VOLTAGE_AT_DEPLOY,AR_TILT_AFTER_DEPLOY,AR_INTERROGATE_CODE,AR_RECEIVE_FREQUENCY,AR_REPLY_FREQUENCY,AR_PING_RATE,AR_ENABLE_CODE_ADDRESS,AR_RELEASE_CODE,AR_DISABLE_CODE,AR_TILT_CODE,DEPLOYED_BY,GLATOS_STATUS,GLATOS_SEASONAL,GLATOS_STUDY,FREQUENCY
290,DRM,065,,,,,8/19/2010,45.92578,-83.64845,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
291,DRM,066,,,,,8/19/2010,45.9267,-83.64476,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
292,DRM,067,,,,,8/19/2010,45.9233,-83.64526,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
293,DRM,068,,,,,8/19/2010,45.9206,-83.64355,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
294,DRM,069,,,,,8/19/2010,45.92569,-83.64045,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
295,DRM,070,,,,,8/19/2010,45.92242,-83.64027,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
296,DRM,071,,,,,8/19/2010,45.9189,-83.63814,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
297,DRM,072,,,,,8/19/2010,45.92139,-83.63501,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
298,DRM,073,,,,,8/19/2010,45.92398,-83.63582,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
299,DRM,074,,,,,8/19/2010,45.92642,-83.63629,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
300,DRM,075,,,,,8/19/2010,45.92656,-83.6322,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
301,DRM,076,,,,,8/19/2010,45.92438,-83.63004,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
302,DRM,077,,,,,8/19/2010,45.9221,-83.63001,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
303,DRM,078,,,,,8/19/2010,45.924,-83.62537,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
304,DRM,079,,,,,8/19/2010,45.92701,-83.62577,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
305,DRM,080,,,,,8/19/2010,45.92972,-83.6213,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
306,DRM,081,,,,,8/19/2010,45.92868,-83.61619,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
307,DRM,082,,,,,8/19/2010,45.92595,-83.61989,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
308,DRM,083,,,,,8/19/2010,45.92538,-83.61511,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
309,DRM,084,,,,,8/19/2010,45.92109,-83.6141,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
310,DRM,085,,,,,8/19/2010,45.92215,-83.61868,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
311,DRM,086,,,,,8/19/2010,45.92099,-83.6235,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
312,DRM,087,,,,,8/19/2010,45.9184,-83.62673,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
313,DRM,088,,,,,8/19/2010,45.91844,-83.62169,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
314,DRM,089,,,,,8/19/2010,45.91908,-83.61773,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
315,DRM,090,,,,,8/19/2010,45.9164,-83.61549,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
316,DRM,091,,,,,8/19/2010,45.91309,-83.61714,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
317,DRM,092,,,,,8/19/2010,45.91507,-83.62198,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
318,DRM,093,,,,,8/19/2010,45.91075,-83.62148,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
319,DRM,094,,,,,8/19/2010,45.90829,-83.62065,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
320,DRM,095,,,,,8/19/2010,45.90826,-83.62438,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
321,DRM,096,,,,,8/19/2010,45.9129,-83.62566,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
322,DRM,097,,,,,8/19/2010,45.91033,-83.62859,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
323,DRM,098,,,,,8/19/2010,45.90525,-83.66994,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
324,DRM,099,,,,,8/20/2010,45.94151,-83.65105,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
325,DRM,100,,,,,8/20/2010,45.93623,-83.65905,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
326,DRM,101,,,,,8/20/2010,45.93812,-83.6622,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
327,DRM,102,,,,,8/20/2010,45.93651,-83.66704,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
328,DRM,103,,,,,10/4/2010,45.92679,-83.66614,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
329,DRM,104,,,,,10/4/2010,45.92426,-83.66465,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
330,DRM,105,,,,,10/4/2010,45.92457,-83.66119,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
331,DRM,106,,,,,10/4/2010,45.92568,-83.65815,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
332,DRM,108,,,,,10/4/2010,45.93075,-83.65112,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
333,DRM,109,,,,,8/25/2010,45.92651,-83.71804,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
334,DRM,110,,,,,8/25/2010,45.91921,-83.71837,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
335,DRM,111,,,,,8/25/2010,45.9123,-83.7175,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
336,DRM,112,,,,,8/25/2010,45.90395,-83.71304,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
337,DRM,113,,,,,8/25/2010,45.89453,-83.70346,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
338,DRM,114,,,,,8/25/2010,45.88814,-83.69154,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
339,DRM,115,,,,,8/25/2010,45.88594,-83.6755,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
340,DRM,116,,,,,8/25/2010,45.88512,-83.66078,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
341,DRM,117,,,,,8/25/2010,45.885,-83.64557,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
342,DRM,118,,,,,8/25/2010,45.88592,-83.62921,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
343,DRM,119,,,,,8/25/2010,45.88837,-83.61417,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
344,DRM,120,,,,,8/25/2010,45.89313,-83.60153,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
345,DRM,121,,,,,8/25/2010,45.89962,-83.5924,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
346,DRM,122,,,,,8/25/2010,45.90652,-83.58799,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
347,DRM,123,,,,,8/25/2010,45.91245,-83.58466,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
348,DRM,124,,,,,8/25/2010,45.92819,-83.83811,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
349,DRM,125,,,,,8/25/2010,45.91725,-83.84248,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
350,DRM,126,,,,,8/25/2010,45.90804,-83.831,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
351,DRM,127,,,,,8/25/2010,45.90163,-83.81941,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
352,DRM,128,,,,,10/4/2010,45.92371,-83.76874,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
353,DRM,129,,,,,10/4/2010,45.91479,-83.73607,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
354,DRM,130,,,,,10/6/2010,45.91082,-83.60065,,,,,,VR2 W,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
355,DTR,001,,,,,8/27/2010,45.97745,-83.8974,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
356,DTR,002,,,,,8/27/2010,45.97678,-83.88741,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
357,DTR,003,,,,,8/27/2010,45.99793,-83.87854,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
358,DTR,004,,,,,8/27/2010,45.99861,-83.8916,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
359,FDT,001,,,,,8/24/2010,45.93014,-83.50204,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
360,FDT,002,,,,,8/24/2010,45.92377,-83.48483,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
361,FDT,003,,,,,8/24/2010,45.93794,-83.46884,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
362,FDT,004,,,,,8/24/2010,45.94764,-83.48847,,,,,,VR3 UWM,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,DRMLT,69 kHz
363,MRS,001,,,,,9/1/2010,43.22963,-86.33411,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,MRS,
364,MRS,002,,,,,9/1/2010,43.23178,-86.32678,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,NO,MRS,
365,MRS,003,,,,,5/1/2011,43.35561,-85.92938,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS,
366,MRS,004,,,,,5/1/2011,43.31402,-86.32768,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS,
367,MRS,005,,,,,5/1/2011,43.41223,-85.74175,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS,
368,MRS,006,,,,,5/1/2011,43.42075,-85.73516,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS,
369,MRS,007,,,,,5/1/2011,43.42129,-85.68906,,,,,,Sonotronics SUR,,,,,,,,,,,,,,,,,,,,,,,ACTUAL,YES,MRS,
370,CRS,002,,,,,1/1/2011,41.82361667,-87.64053333,,,,,,VR2 W,110228,,,,,,,,,,,,,,,69 kHz,,,,,,,ACTUAL,NO,CRSAC,69 kHz
371,CRS,003,,,,,1/1/2011,41.83993333,-87.70308333,,,,,,VR2 W,110658,,,,,,,,,,,,,,,69 kHz,,,,,,,ACTUAL,NO,CRSAC,69 kHz
372,CRS,004,,,,,1/1/2011,41.83471667,-87.6623,,,,,,VR2 W,110657,,,,,,,,,,,,,,,69 kHz,,,,,,,ACTUAL,NO,CRSAC,69 kHz
